obfuscated,deobfuscated,mc_class
field_82654_c,biomeToUse,net/minecraft/world/gen/FlatGeneratorInfo
field_175902_a,field_175902_a,net/minecraft/world/gen/FlatLayerInfo
field_175901_b,layerMaterial,net/minecraft/world/gen/FlatLayerInfo
field_82664_a,layerCount,net/minecraft/world/gen/FlatLayerInfo
field_82661_d,layerMinimumY,net/minecraft/world/gen/FlatLayerInfo
field_175895_a,field_175895_a,net/minecraft/world/gen/structure/StructureBoundingBox$1
field_78897_a,minX,net/minecraft/world/gen/structure/StructureBoundingBox
field_78895_b,minY,net/minecraft/world/gen/structure/StructureBoundingBox
field_78896_c,minZ,net/minecraft/world/gen/structure/StructureBoundingBox
field_78893_d,maxX,net/minecraft/world/gen/structure/StructureBoundingBox
field_78894_e,maxY,net/minecraft/world/gen/structure/StructureBoundingBox
field_78892_f,maxZ,net/minecraft/world/gen/structure/StructureBoundingBox
field_82673_e,field_82673_e,net/minecraft/world/gen/structure/MapGenMineshaft
field_175894_a,field_175894_a,net/minecraft/world/gen/structure/StructureMineshaftPieces$1
field_74958_a,hasRails,net/minecraft/world/gen/structure/StructureMineshaftPieces$Corridor
field_74956_b,hasSpiders,net/minecraft/world/gen/structure/StructureMineshaftPieces$Corridor
field_74957_c,spawnerPlaced,net/minecraft/world/gen/structure/StructureMineshaftPieces$Corridor
field_74955_d,sectionCount,net/minecraft/world/gen/structure/StructureMineshaftPieces$Corridor
field_74953_a,corridorDirection,net/minecraft/world/gen/structure/StructureMineshaftPieces$Cross
field_74952_b,isMultipleFloors,net/minecraft/world/gen/structure/StructureMineshaftPieces$Cross
field_74949_a,roomsLinkedToTheRoom,net/minecraft/world/gen/structure/StructureMineshaftPieces$Room
field_175893_a,CHEST_CONTENT_WEIGHT_LIST,net/minecraft/world/gen/structure/StructureMineshaftPieces
field_75060_e,spawnList,net/minecraft/world/gen/structure/MapGenNetherBridge
field_175888_a,field_175888_a,net/minecraft/world/gen/structure/StructureNetherBridgePieces$1
field_74972_a,fillSeed,net/minecraft/world/gen/structure/StructureNetherBridgePieces$End
field_111021_b,field_111021_b,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor
field_111020_b,field_111020_b,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor2
field_74976_a,hasSpawner,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Throne
field_111019_a,field_111019_a,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Piece
field_78828_a,weightClass,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_78826_b,field_78826_b,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_78827_c,field_78827_c,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_78824_d,field_78824_d,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_78825_e,field_78825_e,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_74970_a,theNetherBridgePieceWeight,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start
field_74968_b,primaryWeights,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start
field_74969_c,secondaryWeights,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start
field_74967_d,field_74967_d,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start
field_78742_a,primaryComponents,net/minecraft/world/gen/structure/StructureNetherBridgePieces
field_78741_b,secondaryComponents,net/minecraft/world/gen/structure/StructureNetherBridgePieces
field_175791_c,field_175791_c,net/minecraft/world/gen/structure/StructureOceanMonument$StartMonument
field_175790_d,field_175790_d,net/minecraft/world/gen/structure/StructureOceanMonument$StartMonument
field_175802_d,field_175802_d,net/minecraft/world/gen/structure/StructureOceanMonument
field_175800_f,field_175800_f,net/minecraft/world/gen/structure/StructureOceanMonument
field_175801_g,field_175801_g,net/minecraft/world/gen/structure/StructureOceanMonument
field_175803_h,field_175803_h,net/minecraft/world/gen/structure/StructureOceanMonument
field_175971_a,field_175971_a,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$1
field_175845_o,field_175845_o,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding
field_175844_p,field_175844_p,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding
field_175843_q,field_175843_q,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding
field_175828_a,field_175828_a,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175826_b,field_175826_b,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175827_c,field_175827_c,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175824_d,field_175824_d,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175825_e,field_175825_e,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175822_f,field_175822_f,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175823_g,field_175823_g,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175831_h,field_175831_h,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175832_i,field_175832_i,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175829_j,field_175829_j,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175830_k,field_175830_k,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece
field_175833_o,field_175833_o,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleRoom
field_175834_o,field_175834_o,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$WingRoom
field_175967_a,field_175967_a,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_175965_b,field_175965_b,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_175966_c,field_175966_c,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_175963_d,field_175963_d,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_175964_e,field_175964_e,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_175962_f,field_175962_f,net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition
field_75061_e,biomelist,net/minecraft/world/gen/structure/MapGenScatteredFeature
field_82668_f,scatteredFeatureSpawnList,net/minecraft/world/gen/structure/MapGenScatteredFeature
field_82669_g,maxDistanceBetweenScatteredFeatures,net/minecraft/world/gen/structure/MapGenScatteredFeature
field_82670_h,minDistanceBetweenScatteredFeatures,net/minecraft/world/gen/structure/MapGenScatteredFeature
field_175956_a,field_175956_a,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$1
field_74940_h,hasPlacedChest,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$DesertPyramid
field_74941_i,itemsToGenerateInTemple,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$DesertPyramid
field_74947_h,placedMainChest,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_74948_i,placedHiddenChest,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_74945_j,placedTrap1,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_74946_k,placedTrap2,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_175816_i,field_175816_i,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_175815_j,field_175815_j,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_74942_n,junglePyramidsRandomScatteredStones,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_74939_a,scatteredFeatureSizeX,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_74937_b,scatteredFeatureSizeY,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_74938_c,scatteredFeatureSizeZ,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_74936_d,field_74936_d,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature
field_82682_h,hasWitch,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$SwampHut
field_151546_e,field_151546_e,net/minecraft/world/gen/structure/MapGenStronghold
field_75056_f,ranBiomeCheck,net/minecraft/world/gen/structure/MapGenStronghold
field_75057_g,structureCoords,net/minecraft/world/gen/structure/MapGenStronghold
field_82671_h,field_82671_h,net/minecraft/world/gen/structure/MapGenStronghold
field_82672_i,field_82672_i,net/minecraft/world/gen/structure/MapGenStronghold
field_75245_a,field_75245_a,net/minecraft/world/gen/structure/StructureStrongholdPieces$3
field_175951_b,field_175951_b,net/minecraft/world/gen/structure/StructureStrongholdPieces$3
field_75003_a,strongholdChestContents,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor
field_75002_c,hasMadeChest,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor
field_74993_a,field_74993_a,net/minecraft/world/gen/structure/StructureStrongholdPieces$Corridor
field_74996_b,field_74996_b,net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing
field_74997_c,field_74997_c,net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing
field_74995_d,field_74995_d,net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing
field_74999_h,field_74999_h,net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing
field_75007_b,strongholdLibraryChestContents,net/minecraft/world/gen/structure/StructureStrongholdPieces$Library
field_75008_c,isLargeRoom,net/minecraft/world/gen/structure/StructureStrongholdPieces$Library
field_75194_a,pieceClass,net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight
field_75192_b,pieceWeight,net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight
field_75193_c,instancesSpawned,net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight
field_75191_d,instancesLimit,net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight
field_75005_a,hasSpawner,net/minecraft/world/gen/structure/StructureStrongholdPieces$PortalRoom
field_75013_b,roomType,net/minecraft/world/gen/structure/StructureStrongholdPieces$RoomCrossing
field_75014_c,strongholdRoomCrossingChestContents,net/minecraft/world/gen/structure/StructureStrongholdPieces$RoomCrossing
field_75024_a,field_75024_a,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs
field_75027_a,strongholdPieceWeight,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2
field_75025_b,strongholdPortalRoom,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2
field_75026_c,field_75026_c,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2
field_75019_b,expandsX,net/minecraft/world/gen/structure/StructureStrongholdPieces$Straight
field_75020_c,expandsZ,net/minecraft/world/gen/structure/StructureStrongholdPieces$Straight
OPENING,OPENING,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
WOOD_DOOR,WOOD_DOOR,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
GRATES,GRATES,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
IRON_DOOR,IRON_DOOR,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
$VALUES,$VALUES,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
field_143013_d,field_143013_d,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold
field_75207_a,totalWeight,net/minecraft/world/gen/structure/StructureStrongholdPieces
field_75205_b,pieceWeightArray,net/minecraft/world/gen/structure/StructureStrongholdPieces
field_75206_c,structurePieceList,net/minecraft/world/gen/structure/StructureStrongholdPieces
field_75203_d,strongComponentType,net/minecraft/world/gen/structure/StructureStrongholdPieces
field_75204_e,strongholdStones,net/minecraft/world/gen/structure/StructureStrongholdPieces
field_85169_a,field_85169_a,net/minecraft/world/gen/structure/MapGenStructure$1
field_85167_b,field_85167_b,net/minecraft/world/gen/structure/MapGenStructure$1
field_85168_c,field_85168_c,net/minecraft/world/gen/structure/MapGenStructure$1
field_85165_a,field_85165_a,net/minecraft/world/gen/structure/MapGenStructure$2
field_85163_b,field_85163_b,net/minecraft/world/gen/structure/MapGenStructure$2
field_85164_c,field_85164_c,net/minecraft/world/gen/structure/MapGenStructure$2
field_85161_a,field_85161_a,net/minecraft/world/gen/structure/MapGenStructure$3
field_143029_e,structureData,net/minecraft/world/gen/structure/MapGenStructure
field_75053_d,structureMap,net/minecraft/world/gen/structure/MapGenStructure
field_151687_a,logger,net/minecraft/world/gen/structure/MapGenStructureIO
field_143040_a,startNameToClassMap,net/minecraft/world/gen/structure/MapGenStructureIO
field_143038_b,startClassToNameMap,net/minecraft/world/gen/structure/MapGenStructureIO
field_143039_c,componentNameToClassMap,net/minecraft/world/gen/structure/MapGenStructureIO
field_143037_d,componentClassToNameMap,net/minecraft/world/gen/structure/MapGenStructureIO
field_143044_a,tagCompound,net/minecraft/world/gen/structure/MapGenStructureData
field_176100_a,field_176100_a,net/minecraft/world/gen/structure/StructureComponent$1
field_151562_a,blockstate,net/minecraft/world/gen/structure/StructureComponent$BlockSelector
field_74887_e,boundingBox,net/minecraft/world/gen/structure/StructureComponent
field_74885_f,coordBaseMode,net/minecraft/world/gen/structure/StructureComponent
field_74886_g,componentType,net/minecraft/world/gen/structure/StructureComponent
field_75075_a,components,net/minecraft/world/gen/structure/StructureStart
field_75074_b,boundingBox,net/minecraft/world/gen/structure/StructureStart
field_143024_c,chunkPosX,net/minecraft/world/gen/structure/StructureStart
field_143023_d,chunkPosZ,net/minecraft/world/gen/structure/StructureStart
field_75076_c,hasMoreThanTwoComponents,net/minecraft/world/gen/structure/MapGenVillage$Start
field_75055_e,villageSpawnBiomes,net/minecraft/world/gen/structure/MapGenVillage
field_75054_f,terrainType,net/minecraft/world/gen/structure/MapGenVillage
field_82665_g,field_82665_g,net/minecraft/world/gen/structure/MapGenVillage
field_82666_h,field_82666_h,net/minecraft/world/gen/structure/MapGenVillage
field_176064_a,field_176064_a,net/minecraft/world/gen/structure/StructureVillagePieces$1
field_82679_b,cropTypeA,net/minecraft/world/gen/structure/StructureVillagePieces$Field1
field_82680_c,cropTypeB,net/minecraft/world/gen/structure/StructureVillagePieces$Field1
field_82678_d,cropTypeC,net/minecraft/world/gen/structure/StructureVillagePieces$Field1
field_82681_h,cropTypeD,net/minecraft/world/gen/structure/StructureVillagePieces$Field1
field_82675_b,cropTypeA,net/minecraft/world/gen/structure/StructureVillagePieces$Field2
field_82676_c,cropTypeB,net/minecraft/world/gen/structure/StructureVillagePieces$Field2
field_75090_a,villagePieceClass,net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight
field_75088_b,villagePieceWeight,net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight
field_75089_c,villagePiecesSpawned,net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight
field_75087_d,villagePiecesLimit,net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight
field_74913_b,isRoofAccessible,net/minecraft/world/gen/structure/StructureVillagePieces$House4Garden
field_74909_b,isTallHouse,net/minecraft/world/gen/structure/StructureVillagePieces$WoodHut
field_74910_c,tablePosition,net/minecraft/world/gen/structure/StructureVillagePieces$WoodHut
field_74918_a,villageBlacksmithChestContents,net/minecraft/world/gen/structure/StructureVillagePieces$House2
field_74917_c,hasMadeChest,net/minecraft/world/gen/structure/StructureVillagePieces$House2
field_74929_a,worldChunkMngr,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74927_b,inDesert,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74928_c,terrainType,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74926_d,structVillagePieceWeight,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74931_h,structureVillageWeightedPieceList,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74932_i,field_74932_i,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74930_j,field_74930_j,net/minecraft/world/gen/structure/StructureVillagePieces$Start
field_74934_a,length,net/minecraft/world/gen/structure/StructureVillagePieces$Path
field_74896_a,villagersSpawned,net/minecraft/world/gen/structure/StructureVillagePieces$Village
field_143014_b,isDesertVillage,net/minecraft/world/gen/structure/StructureVillagePieces$Village
field_143015_k,field_143015_k,net/minecraft/world/gen/structure/StructureVillagePieces$Village
field_76315_a,xCoord,net/minecraft/world/gen/NoiseGeneratorImproved
field_76313_b,yCoord,net/minecraft/world/gen/NoiseGeneratorImproved
field_76314_c,zCoord,net/minecraft/world/gen/NoiseGeneratorImproved
field_76312_d,permutations,net/minecraft/world/gen/NoiseGeneratorImproved
field_152381_e,field_152381_e,net/minecraft/world/gen/NoiseGeneratorImproved
field_152382_f,field_152382_f,net/minecraft/world/gen/NoiseGeneratorImproved
field_152383_g,field_152383_g,net/minecraft/world/gen/NoiseGeneratorImproved
field_152384_h,field_152384_h,net/minecraft/world/gen/NoiseGeneratorImproved
field_152385_i,field_152385_i,net/minecraft/world/gen/NoiseGeneratorImproved
field_76307_a,generatorCollection,net/minecraft/world/gen/NoiseGeneratorOctaves
field_76306_b,octaves,net/minecraft/world/gen/NoiseGeneratorOctaves
field_151603_a,field_151603_a,net/minecraft/world/gen/NoiseGeneratorPerlin
field_151602_b,field_151602_b,net/minecraft/world/gen/NoiseGeneratorPerlin
field_151614_a,field_151614_a,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151612_b,field_151612_b,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151613_c,field_151613_c,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151610_d,field_151610_d,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151611_e,field_151611_e,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151608_f,field_151608_f,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151609_g,field_151609_g,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151615_h,field_151615_h,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151570_A,cactus,net/minecraft/block/material/Material
field_151571_B,clay,net/minecraft/block/material/Material
field_151572_C,gourd,net/minecraft/block/material/Material
field_151566_D,dragonEgg,net/minecraft/block/material/Material
field_151567_E,portal,net/minecraft/block/material/Material
field_151568_F,cake,net/minecraft/block/material/Material
field_151569_G,web,net/minecraft/block/material/Material
field_76233_E,piston,net/minecraft/block/material/Material
field_175972_I,barrier,net/minecraft/block/material/Material
field_76235_G,canBurn,net/minecraft/block/material/Material
field_76239_H,replaceable,net/minecraft/block/material/Material
field_76240_I,isTranslucent,net/minecraft/block/material/Material
field_76234_F,materialMapColor,net/minecraft/block/material/Material
field_76241_J,requiresNoTool,net/minecraft/block/material/Material
field_76242_K,mobilityFlag,net/minecraft/block/material/Material
field_85159_M,isAdventureModeExempt,net/minecraft/block/material/Material
field_151579_a,air,net/minecraft/block/material/Material
field_151577_b,grass,net/minecraft/block/material/Material
field_151578_c,ground,net/minecraft/block/material/Material
field_151575_d,wood,net/minecraft/block/material/Material
field_151576_e,rock,net/minecraft/block/material/Material
field_151573_f,iron,net/minecraft/block/material/Material
field_151574_g,anvil,net/minecraft/block/material/Material
field_151586_h,water,net/minecraft/block/material/Material
field_151587_i,lava,net/minecraft/block/material/Material
field_151584_j,leaves,net/minecraft/block/material/Material
field_151585_k,plants,net/minecraft/block/material/Material
field_151582_l,vine,net/minecraft/block/material/Material
field_151583_m,sponge,net/minecraft/block/material/Material
field_151580_n,cloth,net/minecraft/block/material/Material
field_151581_o,fire,net/minecraft/block/material/Material
field_151595_p,sand,net/minecraft/block/material/Material
field_151594_q,circuits,net/minecraft/block/material/Material
field_151593_r,carpet,net/minecraft/block/material/Material
field_151592_s,glass,net/minecraft/block/material/Material
field_151591_t,redstoneLight,net/minecraft/block/material/Material
field_151590_u,tnt,net/minecraft/block/material/Material
field_151589_v,coral,net/minecraft/block/material/Material
field_151588_w,ice,net/minecraft/block/material/Material
field_151598_x,packedIce,net/minecraft/block/material/Material
field_151597_y,snow,net/minecraft/block/material/Material
field_151596_z,craftedSnow,net/minecraft/block/material/Material
field_151649_A,blueColor,net/minecraft/block/material/MapColor
field_151650_B,brownColor,net/minecraft/block/material/MapColor
field_151651_C,greenColor,net/minecraft/block/material/MapColor
field_151645_D,redColor,net/minecraft/block/material/MapColor
field_151646_E,blackColor,net/minecraft/block/material/MapColor
field_151647_F,goldColor,net/minecraft/block/material/MapColor
field_151648_G,diamondColor,net/minecraft/block/material/MapColor
field_151652_H,lapisColor,net/minecraft/block/material/MapColor
field_151653_I,emeraldColor,net/minecraft/block/material/MapColor
field_151654_J,obsidianColor,net/minecraft/block/material/MapColor
field_151655_K,netherrackColor,net/minecraft/block/material/MapColor
field_76291_p,colorValue,net/minecraft/block/material/MapColor
field_76290_q,colorIndex,net/minecraft/block/material/MapColor
field_76281_a,mapColorArray,net/minecraft/block/material/MapColor
field_151660_b,airColor,net/minecraft/block/material/MapColor
field_151661_c,grassColor,net/minecraft/block/material/MapColor
field_151658_d,sandColor,net/minecraft/block/material/MapColor
field_151659_e,clothColor,net/minecraft/block/material/MapColor
field_151656_f,tntColor,net/minecraft/block/material/MapColor
field_151657_g,iceColor,net/minecraft/block/material/MapColor
field_151668_h,ironColor,net/minecraft/block/material/MapColor
field_151669_i,foliageColor,net/minecraft/block/material/MapColor
field_151666_j,snowColor,net/minecraft/block/material/MapColor
field_151667_k,clayColor,net/minecraft/block/material/MapColor
field_151664_l,dirtColor,net/minecraft/block/material/MapColor
field_151665_m,stoneColor,net/minecraft/block/material/MapColor
field_151662_n,waterColor,net/minecraft/block/material/MapColor
field_151663_o,woodColor,net/minecraft/block/material/MapColor
field_151677_p,quartzColor,net/minecraft/block/material/MapColor
field_151676_q,adobeColor,net/minecraft/block/material/MapColor
field_151675_r,magentaColor,net/minecraft/block/material/MapColor
field_151674_s,lightBlueColor,net/minecraft/block/material/MapColor
field_151673_t,yellowColor,net/minecraft/block/material/MapColor
field_151672_u,limeColor,net/minecraft/block/material/MapColor
field_151671_v,pinkColor,net/minecraft/block/material/MapColor
field_151670_w,grayColor,net/minecraft/block/material/MapColor
field_151680_x,silverColor,net/minecraft/block/material/MapColor
field_151679_y,cyanColor,net/minecraft/block/material/MapColor
field_151678_z,purpleColor,net/minecraft/block/material/MapColor
field_151642_a,field_151642_a,net/minecraft/world/gen/layer/GenLayerEdge$1
COOL_WARM,COOL_WARM,net/minecraft/world/gen/layer/GenLayerEdge$Mode
HEAT_ICE,HEAT_ICE,net/minecraft/world/gen/layer/GenLayerEdge$Mode
SPECIAL,SPECIAL,net/minecraft/world/gen/layer/GenLayerEdge$Mode
$VALUES,$VALUES,net/minecraft/world/gen/layer/GenLayerEdge$Mode
field_151627_c,field_151627_c,net/minecraft/world/gen/layer/GenLayerEdge
field_151623_c,field_151623_c,net/minecraft/world/gen/layer/GenLayerBiome
field_151621_d,field_151621_d,net/minecraft/world/gen/layer/GenLayerBiome
field_151622_e,field_151622_e,net/minecraft/world/gen/layer/GenLayerBiome
field_151620_f,field_151620_f,net/minecraft/world/gen/layer/GenLayerBiome
field_175973_g,field_175973_g,net/minecraft/world/gen/layer/GenLayerBiome
field_76451_a,intCacheSize,net/minecraft/world/gen/layer/IntCache
field_76449_b,freeSmallArrays,net/minecraft/world/gen/layer/IntCache
field_76450_c,inUseSmallArrays,net/minecraft/world/gen/layer/IntCache
field_76447_d,freeLargeArrays,net/minecraft/world/gen/layer/IntCache
field_76448_e,inUseLargeArrays,net/minecraft/world/gen/layer/IntCache
field_176191_a,field_176191_a,net/minecraft/world/gen/layer/GenLayer$1
field_176192_a,field_176192_a,net/minecraft/world/gen/layer/GenLayer$2
field_75909_a,parent,net/minecraft/world/gen/layer/GenLayer
field_75906_d,baseSeed,net/minecraft/world/gen/layer/GenLayer
field_75907_b,worldGenSeed,net/minecraft/world/gen/layer/GenLayer
field_75908_c,chunkSeed,net/minecraft/world/gen/layer/GenLayer
field_151629_c,logger,net/minecraft/world/gen/layer/GenLayerHills
field_151628_d,field_151628_d,net/minecraft/world/gen/layer/GenLayerHills
field_75910_b,biomePatternGeneratorChain,net/minecraft/world/gen/layer/GenLayerRiverMix
field_75911_c,riverPatternGeneratorChain,net/minecraft/world/gen/layer/GenLayerRiverMix
field_75852_a,pathPoints,net/minecraft/pathfinding/Path
field_75851_b,count,net/minecraft/pathfinding/Path
field_75839_a,xCoord,net/minecraft/pathfinding/PathPoint
field_75837_b,yCoord,net/minecraft/pathfinding/PathPoint
field_75838_c,zCoord,net/minecraft/pathfinding/PathPoint
field_75835_d,index,net/minecraft/pathfinding/PathPoint
field_75836_e,totalPathDistance,net/minecraft/pathfinding/PathPoint
field_75833_f,distanceToNext,net/minecraft/pathfinding/PathPoint
field_75834_g,distanceToTarget,net/minecraft/pathfinding/PathPoint
field_75841_h,previous,net/minecraft/pathfinding/PathPoint
field_75842_i,visited,net/minecraft/pathfinding/PathPoint
field_75840_j,hash,net/minecraft/pathfinding/PathPoint
field_176169_a,blockaccess,net/minecraft/world/pathfinder/NodeProcessor
field_176167_b,pointMap,net/minecraft/world/pathfinder/NodeProcessor
field_176168_c,entitySizeX,net/minecraft/world/pathfinder/NodeProcessor
field_176165_d,entitySizeY,net/minecraft/world/pathfinder/NodeProcessor
field_176166_e,entitySizeZ,net/minecraft/world/pathfinder/NodeProcessor
field_75884_a,points,net/minecraft/pathfinding/PathEntity
field_75882_b,currentPathIndex,net/minecraft/pathfinding/PathEntity
field_75883_c,pathLength,net/minecraft/pathfinding/PathEntity
field_75866_b,path,net/minecraft/pathfinding/PathFinder
field_75864_d,pathOptions,net/minecraft/pathfinding/PathFinder
field_176190_c,nodeProcessor,net/minecraft/pathfinding/PathFinder
field_176180_f,canEnterDoors,net/minecraft/world/pathfinder/WalkNodeProcessor
field_176181_g,canBreakDoors,net/minecraft/world/pathfinder/WalkNodeProcessor
field_176183_h,avoidsWater,net/minecraft/world/pathfinder/WalkNodeProcessor
field_176184_i,canSwim,net/minecraft/world/pathfinder/WalkNodeProcessor
field_176182_j,shouldAvoidWater,net/minecraft/world/pathfinder/WalkNodeProcessor
field_76190_i,mapName,net/minecraft/world/WorldSavedData
field_76189_a,dirty,net/minecraft/world/WorldSavedData
field_176117_a,field_176117_a,net/minecraft/util/Vec4b
field_176115_b,field_176115_b,net/minecraft/util/Vec4b
field_176116_c,field_176116_c,net/minecraft/util/Vec4b
field_176114_d,field_176114_d,net/minecraft/util/Vec4b
field_76211_a,entityplayerObj,net/minecraft/world/storage/MapData$MapInfo
field_82569_d,field_82569_d,net/minecraft/world/storage/MapData$MapInfo
field_176107_c,field_176107_c,net/minecraft/world/storage/MapData$MapInfo
field_176105_d,field_176105_d,net/minecraft/world/storage/MapData$MapInfo
field_176106_e,minX,net/minecraft/world/storage/MapData$MapInfo
field_176103_f,minY,net/minecraft/world/storage/MapData$MapInfo
field_176104_g,maxX,net/minecraft/world/storage/MapData$MapInfo
field_176108_h,maxY,net/minecraft/world/storage/MapData$MapInfo
field_176109_i,field_176109_i,net/minecraft/world/storage/MapData$MapInfo
field_76201_a,xCenter,net/minecraft/world/storage/MapData
field_76199_b,zCenter,net/minecraft/world/storage/MapData
field_76200_c,dimension,net/minecraft/world/storage/MapData
field_76197_d,scale,net/minecraft/world/storage/MapData
field_76198_e,colors,net/minecraft/world/storage/MapData
field_76196_g,playersArrayList,net/minecraft/world/storage/MapData
field_76203_h,mapDecorations,net/minecraft/world/storage/MapData
field_76202_j,playersHashMap,net/minecraft/world/storage/MapData
field_76172_a,field_76172_a,net/minecraft/world/chunk/storage/AnvilSaveConverter$1
field_151480_b,logger,net/minecraft/world/chunk/storage/AnvilSaveConverter
field_76115_a,theWorldInfo,net/minecraft/world/storage/DerivedWorldInfo
