obfuscated,deobfuscated,mc_class
func_75874_d,getCurrentPathLength,net/minecraft/pathfinding/PathEntity
func_75873_e,getCurrentPathIndex,net/minecraft/pathfinding/PathEntity
func_176189_a,createEntityPathTo,net/minecraft/pathfinding/PathFinder
func_180782_a,createEntityPathTo,net/minecraft/pathfinding/PathFinder
func_176188_a,createEntityPathTo,net/minecraft/pathfinding/PathFinder
func_75853_a,createEntityPath,net/minecraft/pathfinding/PathFinder
func_176187_a,addToPath,net/minecraft/pathfinding/PathFinder
func_176185_a,getSafePoint,net/minecraft/world/pathfinder/SwimNodeProcessor
func_176186_b,func_176186_b,net/minecraft/world/pathfinder/SwimNodeProcessor
func_176170_a,func_176170_a,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176177_a,getVerticalOffset,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176171_a,getSafePoint,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176175_a,setEnterDoors,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176179_b,getEnterDoors,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176172_b,setBreakDoors,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176176_c,setAvoidsWater,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176174_d,getCanSwim,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176178_d,setCanSwim,net/minecraft/world/pathfinder/WalkNodeProcessor
func_176173_e,getAvoidsWater,net/minecraft/world/pathfinder/WalkNodeProcessor
func_76186_a,setDirty,net/minecraft/world/WorldSavedData
func_76185_a,markDirty,net/minecraft/world/WorldSavedData
func_76188_b,isDirty,net/minecraft/world/WorldSavedData
func_176110_a,func_176110_a,net/minecraft/util/Vec4b
func_176112_b,func_176112_b,net/minecraft/util/Vec4b
func_176113_c,func_176113_c,net/minecraft/util/Vec4b
func_176111_d,func_176111_d,net/minecraft/util/Vec4b
equals,equals,net/minecraft/util/Vec4b
hashCode,hashCode,net/minecraft/util/Vec4b
func_176102_a,update,net/minecraft/world/storage/MapData$MapInfo
func_176101_a,getPacket,net/minecraft/world/storage/MapData$MapInfo
func_176054_a,calculateMapCenter,net/minecraft/world/storage/MapData
func_176053_a,updateMapData,net/minecraft/world/storage/MapData
func_82567_a,updateDecorations,net/minecraft/world/storage/MapData
func_82568_a,getMapInfo,net/minecraft/world/storage/MapData
func_76191_a,updateVisiblePlayers,net/minecraft/world/storage/MapData
func_176052_a,getMapPacket,net/minecraft/world/storage/MapData
func_75759_a,flush,net/minecraft/world/chunk/storage/AnvilSaveHandler,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75763_a,getChunkLoader,net/minecraft/world/chunk/storage/AnvilSaveHandler,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75755_a,saveWorldInfoWithPlayer,net/minecraft/world/chunk/storage/AnvilSaveHandler,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
accept,accept,net/minecraft/world/chunk/storage/AnvilSaveConverter$1
func_154333_a,getName,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75811_a,convertChunks,net/minecraft/world/chunk/storage/AnvilSaveConverter
func_75813_a,convertFile,net/minecraft/world/chunk/storage/AnvilSaveConverter
func_75810_a,addRegionFilesToCollection,net/minecraft/world/chunk/storage/AnvilSaveConverter
func_154334_a,isConvertible,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75805_a,convertMapFormat,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75804_a,getSaveLoader,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75799_b,getSaveList,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75801_b,isOldMapFormat,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75812_c,getSaveVersion,net/minecraft/world/chunk/storage/AnvilSaveConverter
func_75800_d,flushCache,net/minecraft/world/chunk/storage/AnvilSaveConverter,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75809_f,createFile,net/minecraft/world/chunk/storage/AnvilSaveConverter
func_76066_a,getNBTTagCompound,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76058_a,setSpawnX,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76085_a,setTerrainType,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_176143_a,setSpawn,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76082_a,cloneNBTCompound,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76062_a,setWorldName,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_176144_a,setDifficulty,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76069_a,setThundering,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76063_b,getSeed,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76056_b,setSpawnY,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_82572_b,setWorldTotalTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76084_b,setRaining,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76079_c,getSpawnX,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76087_c,setSpawnZ,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76068_b,setWorldTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_176121_c,setAllowCommands,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76075_d,getSpawnY,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76091_d,setServerInitialized,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76074_e,getSpawnZ,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76078_e,setSaveVersion,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_180783_e,setDifficultyLocked,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_82573_f,getWorldTotalTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76090_f,setThunderTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76073_f,getWorldTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76080_g,setRainTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76092_g,getSizeOnDisk,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76072_h,getPlayerNBTTagCompound,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76065_j,getWorldName,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76088_k,getSaveVersion,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76057_l,getLastTimePlayed,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76061_m,isThundering,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76071_n,getThunderTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76059_o,isRaining,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76083_p,getRainTime,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76077_q,getGameType,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76089_r,isMapFeaturesEnabled,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76093_s,isHardcoreModeEnabled,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76067_t,getTerrainType,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76086_u,areCommandsAllowed,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_76070_v,isInitialized,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_82574_x,getGameRulesInstance,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_176130_y,getDifficulty,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_176123_z,isDifficultyLocked,net/minecraft/world/storage/DerivedWorldInfo,net/minecraft/world/storage/WorldInfo
func_75761_a,saveWorldInfo,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75758_b,getMapFileFromName,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75753_a,writePlayerData,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/IPlayerFileData
func_75765_b,getWorldDirectory,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75752_b,readPlayerData,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/IPlayerFileData
func_75762_c,checkSessionLock,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75757_d,loadWorldInfo,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75756_e,getPlayerNBTManager,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75754_f,getAvailablePlayerDat,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/IPlayerFileData
func_75760_g,getWorldDirectoryName,net/minecraft/world/storage/SaveHandler,net/minecraft/world/storage/ISaveHandler,net/minecraft/world/storage/SaveHandlerMP
func_75766_h,setSessionLock,net/minecraft/world/storage/SaveHandler
func_75806_a,renameWorld,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75807_a,deleteFiles,net/minecraft/world/storage/SaveFormatOld
func_75803_c,getWorldInfo,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_154335_d,isNewLevelIdAcceptable,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_75802_e,deleteWorldDirectory,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
func_90033_f,canLoadWorld,net/minecraft/world/storage/SaveFormatOld,net/minecraft/world/storage/ISaveFormat
call,call,net/minecraft/world/storage/WorldInfo$1
call,call,net/minecraft/world/storage/WorldInfo$1
call,call,net/minecraft/world/storage/WorldInfo$2
call,call,net/minecraft/world/storage/WorldInfo$2
call,call,net/minecraft/world/storage/WorldInfo$3
call,call,net/minecraft/world/storage/WorldInfo$3
call,call,net/minecraft/world/storage/WorldInfo$4
call,call,net/minecraft/world/storage/WorldInfo$4
call,call,net/minecraft/world/storage/WorldInfo$5
call,call,net/minecraft/world/storage/WorldInfo$5
call,call,net/minecraft/world/storage/WorldInfo$6
call,call,net/minecraft/world/storage/WorldInfo$6
call,call,net/minecraft/world/storage/WorldInfo$7
call,call,net/minecraft/world/storage/WorldInfo$7
call,call,net/minecraft/world/storage/WorldInfo$8
call,call,net/minecraft/world/storage/WorldInfo$8
call,call,net/minecraft/world/storage/WorldInfo$9
call,call,net/minecraft/world/storage/WorldInfo$9
func_176133_A,getCleanWeatherTime,net/minecraft/world/storage/WorldInfo
func_82571_y,getGeneratorOptions,net/minecraft/world/storage/WorldInfo
func_176120_C,getBorderCenterX,net/minecraft/world/storage/WorldInfo
func_176126_D,getBorderCenterZ,net/minecraft/world/storage/WorldInfo
func_176137_E,getBorderSize,net/minecraft/world/storage/WorldInfo
func_176134_F,getBorderLerpTime,net/minecraft/world/storage/WorldInfo
func_176132_G,getBorderLerpTarget,net/minecraft/world/storage/WorldInfo
func_176138_H,getBorderSafeZone,net/minecraft/world/storage/WorldInfo
func_176140_I,getBorderDamagePerBlock,net/minecraft/world/storage/WorldInfo
func_176131_J,getBorderWarningDistance,net/minecraft/world/storage/WorldInfo
func_176139_K,getBorderWarningTime,net/minecraft/world/storage/WorldInfo
func_176145_a,setBorderSize,net/minecraft/world/storage/WorldInfo
func_76060_a,setGameType,net/minecraft/world/storage/WorldInfo
func_176127_a,populateFromWorldSettings,net/minecraft/world/storage/WorldInfo
access$000,access$000,net/minecraft/world/storage/WorldInfo
func_85118_a,addToCrashReport,net/minecraft/world/storage/WorldInfo
func_76064_a,updateTagCompound,net/minecraft/world/storage/WorldInfo
func_176118_b,setBorderLerpTarget,net/minecraft/world/storage/WorldInfo
access$100,access$100,net/minecraft/world/storage/WorldInfo
func_176141_c,getBorderCenterZ,net/minecraft/world/storage/WorldInfo
access$200,access$200,net/minecraft/world/storage/WorldInfo
func_176124_d,getBorderCenterX,net/minecraft/world/storage/WorldInfo
access$300,access$300,net/minecraft/world/storage/WorldInfo
func_176129_e,setBorderSafeZone,net/minecraft/world/storage/WorldInfo
func_176135_e,setBorderLerpTime,net/minecraft/world/storage/WorldInfo
access$400,access$400,net/minecraft/world/storage/WorldInfo
func_176125_f,setBorderDamagePerBlock,net/minecraft/world/storage/WorldInfo
access$500,access$500,net/minecraft/world/storage/WorldInfo
func_176128_f,setMapFeaturesEnabled,net/minecraft/world/storage/WorldInfo
access$600,access$600,net/minecraft/world/storage/WorldInfo
func_176119_g,setHardcore,net/minecraft/world/storage/WorldInfo
access$700,access$700,net/minecraft/world/storage/WorldInfo
func_176142_i,setCleanWeatherTime,net/minecraft/world/storage/WorldInfo
access$800,access$800,net/minecraft/world/storage/WorldInfo
func_176122_j,setBorderWarningDistance,net/minecraft/world/storage/WorldInfo
access$900,access$900,net/minecraft/world/storage/WorldInfo
func_176136_k,setBorderWarningTime,net/minecraft/world/storage/WorldInfo
access$1000,access$1000,net/minecraft/world/storage/WorldInfo
access$1100,access$1100,net/minecraft/world/storage/WorldInfo
access$1200,access$1200,net/minecraft/world/storage/WorldInfo
access$1300,access$1300,net/minecraft/world/storage/WorldInfo
access$1400,access$1400,net/minecraft/world/storage/WorldInfo
access$1500,access$1500,net/minecraft/world/storage/WorldInfo
access$1600,access$1600,net/minecraft/world/storage/WorldInfo
func_75786_a,getFileName,net/minecraft/world/storage/SaveFormatComparator
compareTo,compareTo,net/minecraft/world/storage/SaveFormatComparator
func_75788_b,getDisplayName,net/minecraft/world/storage/SaveFormatComparator
func_154336_c,getSizeOnDisk,net/minecraft/world/storage/SaveFormatComparator
compareTo,compareTo,net/minecraft/world/storage/SaveFormatComparator
func_75785_d,requiresConversion,net/minecraft/world/storage/SaveFormatComparator
func_75784_e,getLastTimePlayed,net/minecraft/world/storage/SaveFormatComparator
func_75790_f,getEnumGameType,net/minecraft/world/storage/SaveFormatComparator
func_75789_g,isHardcoreModeEnabled,net/minecraft/world/storage/SaveFormatComparator
func_75783_h,getCheatsEnabled,net/minecraft/world/storage/SaveFormatComparator
func_75744_a,saveAllData,net/minecraft/world/storage/SaveDataMemoryStorage,net/minecraft/world/storage/MapStorage
func_75742_a,loadData,net/minecraft/world/storage/SaveDataMemoryStorage,net/minecraft/world/storage/MapStorage
func_75743_a,getUniqueDataId,net/minecraft/world/storage/SaveDataMemoryStorage,net/minecraft/world/storage/MapStorage
func_75745_a,setData,net/minecraft/world/storage/SaveDataMemoryStorage,net/minecraft/world/storage/MapStorage
func_75747_a,saveData,net/minecraft/world/storage/MapStorage
func_75746_b,loadIdCounts,net/minecraft/world/storage/MapStorage
func_178779_a,getThreadedIOInstance,net/minecraft/world/storage/ThreadedFileIOBase
func_75735_a,queueIO,net/minecraft/world/storage/ThreadedFileIOBase
func_75734_a,waitForFinish,net/minecraft/world/storage/ThreadedFileIOBase
func_75736_b,processQueue,net/minecraft/world/storage/ThreadedFileIOBase
run,run,net/minecraft/world/storage/ThreadedFileIOBase
func_72320_b,getAverageEdgeLength,net/minecraft/util/AxisAlignedBB
func_72321_a,addCoord,net/minecraft/util/AxisAlignedBB
func_178781_a,fromBounds,net/minecraft/util/AxisAlignedBB
func_111270_a,union,net/minecraft/util/AxisAlignedBB
func_72316_a,calculateXOffset,net/minecraft/util/AxisAlignedBB
func_72318_a,isVecInside,net/minecraft/util/AxisAlignedBB
func_72327_a,calculateIntercept,net/minecraft/util/AxisAlignedBB
func_181656_b,hasNaN,net/minecraft/util/AxisAlignedBB
func_72314_b,expand,net/minecraft/util/AxisAlignedBB
func_72326_a,intersectsWith,net/minecraft/util/AxisAlignedBB
func_72323_b,calculateYOffset,net/minecraft/util/AxisAlignedBB
func_72333_b,isVecInYZ,net/minecraft/util/AxisAlignedBB
func_72317_d,offset,net/minecraft/util/AxisAlignedBB
func_72322_c,calculateZOffset,net/minecraft/util/AxisAlignedBB
func_72315_c,isVecInXZ,net/minecraft/util/AxisAlignedBB
func_72331_e,contract,net/minecraft/util/AxisAlignedBB
func_72319_d,isVecInXY,net/minecraft/util/AxisAlignedBB
toString,toString,net/minecraft/util/AxisAlignedBB
valueOf,valueOf,net/minecraft/util/MovingObjectPosition$MovingObjectType
values,values,net/minecraft/util/MovingObjectPosition$MovingObjectType
func_178782_a,getBlockPos,net/minecraft/util/MovingObjectPosition
toString,toString,net/minecraft/util/MovingObjectPosition
func_72432_b,normalize,net/minecraft/util/Vec3
func_178786_a,subtract,net/minecraft/util/Vec3
func_178789_a,rotatePitch,net/minecraft/util/Vec3
func_72444_a,subtractReverse,net/minecraft/util/Vec3
func_72429_b,getIntermediateWithXValue,net/minecraft/util/Vec3
func_72433_c,lengthVector,net/minecraft/util/Vec3
func_72441_c,addVector,net/minecraft/util/Vec3
func_178785_b,rotateYaw,net/minecraft/util/Vec3
func_72430_b,dotProduct,net/minecraft/util/Vec3
func_72435_c,getIntermediateWithYValue,net/minecraft/util/Vec3
func_72431_c,crossProduct,net/minecraft/util/Vec3
func_72434_d,getIntermediateWithZValue,net/minecraft/util/Vec3
func_178788_d,subtract,net/minecraft/util/Vec3
func_178787_e,add,net/minecraft/util/Vec3
func_72438_d,distanceTo,net/minecraft/util/Vec3
func_72436_e,squareDistanceTo,net/minecraft/util/Vec3
toString,toString,net/minecraft/util/Vec3
func_96682_a,getScoreboard,net/minecraft/scoreboard/ScoreObjective
func_178767_a,setRenderType,net/minecraft/scoreboard/ScoreObjective
func_96681_a,setDisplayName,net/minecraft/scoreboard/ScoreObjective
func_96679_b,getName,net/minecraft/scoreboard/ScoreObjective
func_96680_c,getCriteria,net/minecraft/scoreboard/ScoreObjective
func_96678_d,getDisplayName,net/minecraft/scoreboard/ScoreObjective
func_178766_e,getRenderType,net/minecraft/scoreboard/ScoreObjective
func_98298_a,func_98298_a,net/minecraft/scoreboard/ScorePlayerTeam
func_178774_a,setChatFormat,net/minecraft/scoreboard/ScorePlayerTeam
func_178772_a,setNameTagVisibility,net/minecraft/scoreboard/ScorePlayerTeam
func_96667_a,formatPlayerName,net/minecraft/scoreboard/ScorePlayerTeam
func_96664_a,setTeamName,net/minecraft/scoreboard/ScorePlayerTeam
func_96660_a,setAllowFriendlyFire,net/minecraft/scoreboard/ScorePlayerTeam
func_96661_b,getRegisteredName,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_178773_b,setDeathMessageVisibility,net/minecraft/scoreboard/ScorePlayerTeam
func_96666_b,setNamePrefix,net/minecraft/scoreboard/ScorePlayerTeam
func_98300_b,setSeeFriendlyInvisiblesEnabled,net/minecraft/scoreboard/ScorePlayerTeam
func_96669_c,getTeamName,net/minecraft/scoreboard/ScorePlayerTeam
func_96662_c,setNameSuffix,net/minecraft/scoreboard/ScorePlayerTeam
func_96670_d,getMembershipCollection,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_142053_d,formatString,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_96668_e,getColorPrefix,net/minecraft/scoreboard/ScorePlayerTeam
func_96663_f,getColorSuffix,net/minecraft/scoreboard/ScorePlayerTeam
func_96665_g,getAllowFriendlyFire,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_98297_h,getSeeFriendlyInvisiblesEnabled,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_178770_i,getNameTagVisibility,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_178771_j,getDeathMessageVisibility,net/minecraft/scoreboard/ScorePlayerTeam,net/minecraft/scoreboard/Team
func_98299_i,func_98299_i,net/minecraft/scoreboard/ScorePlayerTeam
func_178775_l,getChatFormat,net/minecraft/scoreboard/ScorePlayerTeam
compare,compare,net/minecraft/scoreboard/Score$1
compare,compare,net/minecraft/scoreboard/Score$1
func_96648_a,func_96648_a,net/minecraft/scoreboard/Score
func_96649_a,increseScore,net/minecraft/scoreboard/Score
func_96651_a,func_96651_a,net/minecraft/scoreboard/Score
func_178815_a,setLocked,net/minecraft/scoreboard/Score
func_96646_b,decreaseScore,net/minecraft/scoreboard/Score
func_96652_c,getScorePoints,net/minecraft/scoreboard/Score
func_96647_c,setScorePoints,net/minecraft/scoreboard/Score
func_96645_d,getObjective,net/minecraft/scoreboard/Score
func_96653_e,getPlayerName,net/minecraft/scoreboard/Score
func_96650_f,getScoreScoreboard,net/minecraft/scoreboard/Score
func_178816_g,isLocked,net/minecraft/scoreboard/Score
func_96539_a,getObjectiveInDisplaySlot,net/minecraft/scoreboard/Scoreboard
func_96530_a,setObjectiveInDisplaySlot,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96522_a,onScoreObjectiveAdded,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96523_a,broadcastTeamCreated,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96536_a,func_96536_a,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96520_a,getObjectivesFromCriteria,net/minecraft/scoreboard/Scoreboard
func_96516_a,func_96516_a,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_178820_a,func_178820_a,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96512_b,removePlayerFromTeam,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96535_a,addScoreObjective,net/minecraft/scoreboard/Scoreboard
func_151392_a,addPlayerToTeam,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_181140_a,func_181140_a,net/minecraft/scoreboard/Scoreboard
func_96517_b,getObjectiveDisplaySlot,net/minecraft/scoreboard/Scoreboard
func_96532_b,onObjectiveDisplayNameChanged,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96538_b,sendTeamUpdate,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96518_b,getObjective,net/minecraft/scoreboard/Scoreboard
func_178819_b,entityHasObjective,net/minecraft/scoreboard/Scoreboard
func_96514_c,getScoreObjectives,net/minecraft/scoreboard/Scoreboard
func_96533_c,onScoreObjectiveRemoved,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96513_c,func_96513_c,net/minecraft/scoreboard/Scoreboard,net/minecraft/scoreboard/ServerScoreboard
func_96510_d,getObjectivesForEntity,net/minecraft/scoreboard/Scoreboard
func_96529_a,getValueFromObjective,net/minecraft/scoreboard/Scoreboard
func_96526_d,getObjectiveNames,net/minecraft/scoreboard/Scoreboard
func_96511_d,removeTeam,net/minecraft/scoreboard/Scoreboard
func_96508_e,getTeam,net/minecraft/scoreboard/Scoreboard
func_178822_d,removeObjectiveFromEntity,net/minecraft/scoreboard/Scoreboard
func_96528_e,getScores,net/minecraft/scoreboard/Scoreboard
func_96527_f,createTeam,net/minecraft/scoreboard/Scoreboard
func_96531_f,getTeamNames,net/minecraft/scoreboard/Scoreboard
func_96524_g,removePlayerFromTeams,net/minecraft/scoreboard/Scoreboard
func_96525_g,getTeams,net/minecraft/scoreboard/Scoreboard
func_178821_h,getDisplaySlotStrings,net/minecraft/scoreboard/Scoreboard
func_96509_i,getPlayersTeam,net/minecraft/scoreboard/Scoreboard
func_96534_i,getSortedScores,net/minecraft/scoreboard/Scoreboard
func_96537_j,getObjectiveDisplaySlotNumber,net/minecraft/scoreboard/Scoreboard
func_96519_k,removeObjective,net/minecraft/scoreboard/Scoreboard
func_96496_a,func_96496_a,net/minecraft/scoreboard/ScoreboardSaveData
func_96502_a,func_96502_a,net/minecraft/scoreboard/ScoreboardSaveData
func_96499_a,setScoreboard,net/minecraft/scoreboard/ScoreboardSaveData
func_96498_a,readTeams,net/minecraft/scoreboard/ScoreboardSaveData
func_96505_b,objectivesToNbt,net/minecraft/scoreboard/ScoreboardSaveData
func_96501_b,readObjectives,net/minecraft/scoreboard/ScoreboardSaveData
func_96504_c,readDisplayConfig,net/minecraft/scoreboard/ScoreboardSaveData
func_96500_c,readScores,net/minecraft/scoreboard/ScoreboardSaveData
func_96497_d,func_96497_d,net/minecraft/scoreboard/ScoreboardSaveData
func_96503_e,scoresToNbt,net/minecraft/scoreboard/ScoreboardSaveData
func_178825_a,func_178825_a,net/minecraft/scoreboard/Team$EnumVisible
func_178824_a,func_178824_a,net/minecraft/scoreboard/Team$EnumVisible
values,values,net/minecraft/scoreboard/Team$EnumVisible
func_142054_a,isSameTeam,net/minecraft/scoreboard/Team
func_96636_a,getName,net/minecraft/scoreboard/GoalColor,net/minecraft/scoreboard/ScoreDummyCriteria,net/minecraft/scoreboard/IScoreObjectiveCriteria
func_96635_a,setScore,net/minecraft/scoreboard/GoalColor,net/minecraft/scoreboard/ScoreDummyCriteria,net/minecraft/scoreboard/ScoreHealthCriteria,net/minecraft/scoreboard/IScoreObjectiveCriteria
func_96637_b,isReadOnly,net/minecraft/scoreboard/GoalColor,net/minecraft/scoreboard/ScoreDummyCriteria,net/minecraft/scoreboard/ScoreHealthCriteria,net/minecraft/scoreboard/IScoreObjectiveCriteria
func_178790_c,getRenderType,net/minecraft/scoreboard/GoalColor,net/minecraft/scoreboard/ScoreDummyCriteria,net/minecraft/scoreboard/ScoreHealthCriteria,net/minecraft/scoreboard/IScoreObjectiveCriteria
func_178796_a,func_178796_a,net/minecraft/scoreboard/IScoreObjectiveCriteria$EnumRenderType
func_178795_a,func_178795_a,net/minecraft/scoreboard/IScoreObjectiveCriteria$EnumRenderType
